,ids,typesV0,typesKm,formula,labels
1054,mp-1175059,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn6', 'Co2', 'Co2', 'Co3', 'O2', 'O1', 'O4', 'O2', 'O4', 'O1', 'O4', 'O4', 'O1', 'O2', 'O1', 'O4']",Li7Mn2(CoO4)3,1
1055,mp-1175061,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn6', 'Co3', 'Co6', 'Co2', 'O2', 'O1', 'O2', 'O2', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O2', 'O1']",Li7Mn2(CoO4)3,0
1056,mp-1100681,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn1', 'Co6', 'Co1', 'Co6', 'Co6', 'Co5', 'O1', 'O1', 'O1', 'O1', 'O4', 'O4', 'O4', 'O4', 'O1', 'O1', 'O2', 'O2', 'O4', 'O4', 'O1', 'O1']",Li9Mn2Co5O16,0
1057,mp-1175912,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn1', 'Co6', 'Co6', 'Co6', 'Co3', 'Co3', 'O1', 'O4', 'O4', 'O4', 'O1', 'O4', 'O4', 'O1', 'O4', 'O4', 'O4', 'O1', 'O1', 'O4', 'O4', 'O1']",Li9Mn2Co5O16,1
1058,mp-1100675,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn10', 'Co6', 'Co6', 'Co6', 'Co6', 'Co3', 'O1', 'O4', 'O1', 'O1', 'O4', 'O4', 'O4', 'O4', 'O1', 'O4', 'O1', 'O4', 'O4', 'O1', 'O4', 'O1']",Li9Mn2Co5O16,0
1059,mp-1100744,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn1', 'Co6', 'Co6', 'Co3', 'Co6', 'Co3', 'O1', 'O1', 'O4', 'O1', 'O4', 'O4', 'O4', 'O1', 'O4', 'O4', 'O1', 'O4', 'O1', 'O1', 'O1', 'O4']",Li9Mn2Co5O16,1
1060,mp-1978268,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Mn10', 'Mn10', 'Co6', 'Co6', 'Co6', 'Co6', 'Co6', 'Co6', 'O1', 'O1', 'O1', 'O1', 'O1', 'O4', 'O1', 'O4', 'O4', 'O4', 'O4', 'O4', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li7Mn2(CoO4)3,0
1061,mp-1176121,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Co1', 'Co1', 'Co2', 'Co1', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li9Mn2Co5O16,0
1062,mp-1175748,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co6', 'Co6', 'Co6', 'Co5', 'Co6', 'O4', 'O1', 'O4', 'O2', 'O4', 'O1', 'O1', 'O1', 'O4', 'O4', 'O1', 'O1', 'O1', 'O4', 'O1', 'O2']",Li9Mn2Co5O16,0
1063,mp-1176049,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn2', 'Co5', 'Co5', 'Co2', 'Co1', 'Co2', 'O1', 'O1', 'O1', 'O4', 'O1', 'O2', 'O2', 'O2', 'O2', 'O1', 'O2', 'O4', 'O2', 'O2', 'O4', 'O2']",Li9Mn2Co5O16,0
1064,mp-1175653,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co6', 'Co6', 'Co5', 'Co6', 'Co6', 'O1', 'O4', 'O1', 'O1', 'O4', 'O4', 'O4', 'O4', 'O1', 'O1', 'O1', 'O1', 'O4', 'O1', 'O4', 'O4']",Li9Mn2Co5O16,1
1065,mp-1100691,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn1', 'Co6', 'Co2', 'Co3', 'Co3', 'Co2', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O4', 'O4', 'O4', 'O1', 'O4', 'O1', 'O4', 'O1', 'O1', 'O4']",Li9Mn2Co5O16,1
1066,mp-1175868,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn6', 'Co5', 'Co6', 'Co5', 'Co6', 'Co5', 'O1', 'O2', 'O4', 'O4', 'O4', 'O1', 'O1', 'O4', 'O1', 'O4', 'O4', 'O4', 'O2', 'O1', 'O4', 'O1']",Li9Mn2Co5O16,0
1067,mp-1100697,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Co6', 'Co6', 'Co5', 'Co6', 'Co6', 'O1', 'O1', 'O4', 'O2', 'O4', 'O1', 'O1', 'O4', 'O1', 'O4', 'O4', 'O2', 'O4', 'O1', 'O1', 'O1']",Li9Mn2Co5O16,0
1068,mp-1176198,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn2', 'Co5', 'Co1', 'Co5', 'Co6', 'Co6', 'O2', 'O1', 'O1', 'O1', 'O1', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O1', 'O1', 'O4', 'O1', 'O1']",Li9Mn2Co5O16,1
1069,mp-1100757,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn1', 'Co2', 'Co1', 'Co3', 'Co2', 'Co3', 'O1', 'O1', 'O4', 'O1', 'O1', 'O4', 'O4', 'O4', 'O1', 'O4', 'O4', 'O4', 'O1', 'O1', 'O4', 'O1']",Li9Mn2Co5O16,1
1070,mp-1174505,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co6', 'Co6', 'Co6', 'O4', 'O4', 'O4', 'O4', 'O1', 'O4', 'O4', 'O1', 'O4', 'O4', 'O4', 'O4']",Li7Mn2(CoO4)3,0
1071,mp-1100735,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn1', 'Co6', 'Co3', 'Co2', 'Co3', 'Co5', 'O1', 'O4', 'O1', 'O1', 'O4', 'O2', 'O4', 'O4', 'O4', 'O1', 'O4', 'O4', 'O2', 'O4', 'O1', 'O1']",Li9Mn2Co5O16,1
1072,mp-1100589,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn1', 'Co6', 'Co3', 'Co3', 'Co6', 'Co6', 'O2', 'O4', 'O4', 'O1', 'O4', 'O4', 'O1', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O1', 'O1']",Li9Mn2Co5O16,1
1073,mp-1175760,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co5', 'Co5', 'Co5', 'Co5', 'Co5', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O1', 'O1', 'O2', 'O1', 'O1', 'O4', 'O1', 'O4', 'O1', 'O1']",Li9Mn2Co5O16,0
1074,mp-1100733,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn1', 'Co6', 'Co3', 'Co2', 'Co3', 'Co6', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O4', 'O4', 'O4', 'O1', 'O4', 'O4', 'O1', 'O4', 'O1', 'O1']",Li9Mn2Co5O16,1
1075,mp-1175726,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Co2', 'Co2', 'Co1', 'Co1', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li9Mn2Co5O16,1
1076,mp-1444506,"['Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li1', 'Li1', 'Mn3', 'Mn3', 'Co3', 'Co3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3']",Li3Mn2(CoO4)2,1
1077,mp-1304294,"['Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Mn6', 'Mn0', 'Co2', 'O2', 'O1', 'O2', 'O2', 'O1', 'O2']",Li3Mn2CoO6,0
1078,mp-1175862,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn8', 'Co1', 'Co1', 'Co1', 'Co1', 'Co1', 'O1', 'O2', 'O1', 'O2', 'O2', 'O2', 'O2', 'O1', 'O1', 'O2', 'O2', 'O1', 'O2', 'O2', 'O2', 'O2']",Li9Mn2Co5O16,1
1079,mp-1100625,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn10', 'Co5', 'Co6', 'Co6', 'Co1', 'Co2', 'O2', 'O1', 'O4', 'O1', 'O4', 'O4', 'O2', 'O4', 'O1', 'O4', 'O1', 'O4', 'O4', 'O1', 'O4', 'O1']",Li9Mn2Co5O16,1
1080,mp-1175838,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn2', 'Co5', 'Co6', 'Co6', 'Co6', 'Co6', 'O4', 'O4', 'O1', 'O4', 'O4', 'O4', 'O1', 'O4', 'O4', 'O4', 'O1', 'O4', 'O4', 'O4', 'O4', 'O1']",Li9Mn2Co5O16,0
1081,mp-1174500,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn1', 'Co2', 'Co5', 'Co2', 'O4', 'O1', 'O1', 'O1', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O4', 'O1']",Li7Mn2(CoO4)3,1
1082,mp-752794,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn0', 'Mn0', 'Mn0', 'Co2', 'Co2', 'O4', 'O4', 'O4', 'O2', 'O4', 'O2', 'O4', 'O2', 'O2', 'O2', 'O2', 'O2']",Li3Mn2CoO6,1
1083,mp-1176014,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co6', 'Co6', 'Co1', 'Co1', 'Co1', 'O4', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O4', 'O1', 'O4', 'O2', 'O1', 'O4', 'O1', 'O1', 'O4']",Li9Mn2Co5O16,0
1084,mp-1176021,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn1', 'Co6', 'Co6', 'Co2', 'Co6', 'Co6', 'O4', 'O1', 'O4', 'O4', 'O4', 'O4', 'O1', 'O1', 'O4', 'O4', 'O4', 'O4', 'O4', 'O1', 'O1', 'O1']",Li9Mn2Co5O16,0
1085,mp-1175635,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Mn9', 'Mn10', 'Co4', 'Co4', 'Co4', 'Co4', 'Co4', 'O1', 'O1', 'O1', 'O1', 'O0', 'O0', 'O0', 'O0', 'O1', 'O0', 'O1', 'O0', 'O0', 'O1', 'O0', 'O1']",Li9Mn2Co5O16,0
1086,mp-1175970,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn1', 'Co5', 'Co1', 'Co1', 'Co5', 'Co6', 'O1', 'O1', 'O1', 'O2', 'O4', 'O4', 'O1', 'O4', 'O1', 'O4', 'O1', 'O4', 'O1', 'O4', 'O1', 'O1']",Li9Mn2Co5O16,0
1087,mp-1175537,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co6', 'Co6', 'Co6', 'Co6', 'Co6', 'O1', 'O4', 'O4', 'O1', 'O4', 'O1', 'O4', 'O1', 'O4', 'O4', 'O4', 'O1', 'O4', 'O1', 'O1', 'O1']",Li9Mn2Co5O16,1
1088,mp-1174878,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Co1', 'Co1', 'Co1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li7Mn2(CoO4)3,1
1089,mp-1175426,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co5', 'Co5', 'Co6', 'Co5', 'Co5', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li9Mn2Co5O16,0
1090,mp-1175089,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn1', 'Co5', 'Co6', 'Co6', 'O1', 'O1', 'O1', 'O4', 'O1', 'O4', 'O1', 'O1', 'O1', 'O4', 'O1', 'O4']",Li7Mn2(CoO4)3,0
1091,mp-1175501,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Co1', 'Co1', 'Co2', 'Co1', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li9Mn2Co5O16,0
1092,mp-1100644,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn8', 'Co3', 'Co6', 'Co1', 'Co6', 'Co6', 'O1', 'O1', 'O4', 'O1', 'O4', 'O2', 'O4', 'O2', 'O1', 'O4', 'O4', 'O1', 'O2', 'O4', 'O2', 'O4']",Li9Mn2Co5O16,0
1093,mp-1100688,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co6', 'Co6', 'Co6', 'Co6', 'Co6', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O1', 'O4', 'O4', 'O1', 'O4', 'O1', 'O4', 'O4', 'O4', 'O4']",Li9Mn2Co5O16,0
1094,mp-1174891,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co6', 'Co6', 'Co5', 'O4', 'O4', 'O4', 'O1', 'O1', 'O1', 'O4', 'O4', 'O4', 'O1', 'O1', 'O1']",Li7Mn2(CoO4)3,0
1095,mp-1100654,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'Co', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn10', 'Co6', 'Co6', 'Co6', 'Co3', 'Co6', 'O1', 'O4', 'O1', 'O4', 'O1', 'O4', 'O4', 'O4', 'O4', 'O1', 'O4', 'O4', 'O4', 'O1', 'O4', 'O1']",Li9Mn2Co5O16,0
