,ids,typesV0,typesKm,formula,labels
0,mp-1174413,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn0', 'Co2', 'Co6', 'O4', 'O4', 'O4', 'O2', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4']",Li3MnCoO5,1
1,mp-1640232,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn6', 'Mn6', 'Mn6', 'Mn8', 'Mn8', 'Mn8', 'Mn8', 'Co1', 'Co2', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O2', 'O2', 'O4', 'O4', 'O4', 'O4', 'O4', 'O2', 'O4', 'O2', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O2', 'O2']",Li7Mn4CoO12,1
2,mp-1173979,"['Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co5', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li5Mn2CoO8,0
3,mp-1174834,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn6', 'Mn8', 'Co1', 'O2', 'O2', 'O1', 'O2', 'O2', 'O1', 'O2', 'O2', 'O2', 'O2']",Li6Mn3CoO10,0
4,mp-1174200,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn1', 'Mn10', 'Co2', 'Co3', 'O1', 'O4', 'O1', 'O1', 'O4', 'O4', 'O1', 'O4', 'O4', 'O1']",Li3MnCoO5,0
5,mp-1175170,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Mn8', 'Mn8', 'Mn6', 'Mn6', 'Mn6', 'Mn6', 'Co6', 'Co1', 'O1', 'O1', 'O1', 'O1', 'O4', 'O2', 'O4', 'O2', 'O4', 'O4', 'O4', 'O4', 'O1', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O1', 'O2', 'O2', 'O2', 'O2']",Li7Mn4CoO12,1
6,mp-1175280,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Mn10', 'Mn10', 'Mn8', 'Mn8', 'Mn8', 'Mn8', 'Co1', 'Co1', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O2', 'O2', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O2', 'O2']",Li7Mn4CoO12,1
7,mp-1643277,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Mn8', 'Mn8', 'Mn2', 'Mn6', 'Mn2', 'Mn6', 'Co6', 'Co6', 'O1', 'O1', 'O1', 'O1', 'O4', 'O1', 'O4', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O2', 'O2']",Li7Mn4CoO12,1
8,mp-1639368,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Mn2', 'Mn2', 'Mn8', 'Mn8', 'Mn8', 'Mn8', 'Co5', 'Co1', 'O1', 'O1', 'O1', 'O1', 'O4', 'O1', 'O4', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li7Mn4CoO12,1
9,mp-1174428,"['Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn2', 'Co6', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li5Mn2CoO8,1
10,mp-1175282,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Mn7', 'Mn7', 'Co5', 'O2', 'O2', 'O0', 'O2', 'O2', 'O1', 'O2', 'O0', 'O2', 'O2', 'O1', 'O2']",Li7Mn4CoO12,0
11,mp-1175291,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn6', 'Mn7', 'Mn7', 'Co3', 'O2', 'O1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O1']",Li7Mn4CoO12,0
12,mp-1174221,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Co1', 'Co1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li3MnCoO5,1
13,mp-1175266,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn6', 'Mn8', 'Mn8', 'Co1', 'O4', 'O2', 'O2', 'O2', 'O1', 'O1', 'O2', 'O4', 'O2', 'O2', 'O1', 'O1']",Li7Mn4CoO12,0
14,mp-1174835,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Mn8', 'Co5', 'O1', 'O4', 'O1', 'O2', 'O2', 'O1', 'O1', 'O1', 'O2', 'O1']",Li6Mn3CoO10,0
15,mp-758412,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Mn4', 'Mn4', 'Mn4', 'Mn4', 'Mn4', 'Mn4', 'Mn4', 'Co4', 'P7', 'P7', 'P7', 'P7', 'P7', 'P7', 'P7', 'P3', 'P7', 'P3', 'P7', 'P7', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3']",Li8Mn7Co(PO4)12,0
16,mp-1174416,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Mn7', 'Co2', 'O2', 'O2', 'O4', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li6Mn3CoO10,1
17,mp-1174791,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Mn8', 'Co5', 'O1', 'O1', 'O1', 'O4', 'O1', 'O1', 'O4', 'O1', 'O4', 'O1']",Li6Mn3CoO10,0
18,mp-1175273,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn8', 'Mn7', 'Mn7', 'Co1', 'O1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O1', 'O2', 'O2', 'O2']",Li7Mn4CoO12,1
19,mp-759846,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Fe', 'Fe', 'Fe', 'Fe', 'Co', 'Co', 'Co', 'Co', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Mn5', 'Mn5', 'Mn5', 'Mn5', 'Fe2', 'Fe2', 'Fe2', 'Fe2', 'Co0', 'Co0', 'Co0', 'Co0', 'P3', 'P3', 'P3', 'P3', 'P3', 'P3', 'P3', 'P3', 'P3', 'P3', 'P3', 'P3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3']",Li3MnFeCo(PO4)3,0
20,mp-1176665,"['Li', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Mn9', 'Mn9', 'Co5', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",LiMn2CoO6,0
21,mp-1173957,"['Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li3Mn2CoO6,0
22,mp-1642922,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn6', 'Mn6', 'Mn6', 'Mn8', 'Mn8', 'Mn8', 'Mn8', 'Co1', 'Co6', 'O1', 'O1', 'O1', 'O1', 'O1', 'O4', 'O4', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li7Mn4CoO12,0
23,mp-1175216,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn2', 'Mn2', 'Mn2', 'Co2', 'O1', 'O1', 'O4', 'O4', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O4']",Li7Mn4CoO12,0
24,mp-1173950,"['Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li3Mn2CoO6,0
25,mp-1666476,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Mn8', 'Mn8', 'Mn6', 'Mn6', 'Mn8', 'Mn8', 'Co6', 'Co2', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O2', 'O1', 'O2', 'O1', 'O2', 'O1', 'O2', 'O1', 'O2', 'O1', 'O2', 'O1']",Li7Mn4CoO12,0
26,mp-1175268,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Mn2', 'Mn2', 'Mn8', 'Mn8', 'Mn8', 'Mn8', 'Co1', 'Co1', 'O1', 'O1', 'O1', 'O1', 'O4', 'O4', 'O4', 'O4', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li7Mn4CoO12,0
27,mp-1174343,"['Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li1', 'Li1', 'Li0', 'Mn10', 'Mn1', 'Co2', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li5Mn2CoO8,1
28,mp-1175284,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Mn0', 'Mn8', 'Co1', 'O1', 'O2', 'O2', 'O1', 'O1', 'O1', 'O2', 'O2', 'O2', 'O1', 'O1', 'O1']",Li7Mn4CoO12,0
29,mp-1175175,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn8', 'Mn8', 'Mn10', 'Mn10', 'Co1', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li7Mn4CoO12,0
30,mp-1175264,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn6', 'Mn7', 'Mn8', 'Co1', 'O1', 'O1', 'O2', 'O2', 'O4', 'O2', 'O4', 'O2', 'O2', 'O1', 'O1', 'O2']",Li7Mn4CoO12,0
31,mp-1175348,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li1', 'Li1', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn0', 'Mn0', 'Mn1', 'Co3', 'O1', 'O1', 'O1', 'O2', 'O4', 'O2', 'O2', 'O2', 'O1', 'O1', 'O2', 'O1']",Li7Mn4CoO12,0
32,mp-1174375,"['Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co5', 'O4', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li5Mn2CoO8,0
33,mp-1304017,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li1', 'Li1', 'Li1', 'Li1', 'Mn9', 'Mn9', 'Mn9', 'Mn9', 'Mn9', 'Mn4', 'Co0', 'Co4', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0', 'O0']",Li2Mn3CoO8,0
34,mp-1174189,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn0', 'Mn0', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li4Mn3CoO8,0
35,mp-1174187,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Mn7', 'Co2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li4Mn3CoO8,0
36,mp-1314393,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li1', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn8', 'Mn6', 'Mn8', 'Mn8', 'Mn0', 'Co6', 'Co2', 'O2', 'O2', 'O2', 'O1', 'O0', 'O0', 'O1', 'O0', 'O0', 'O1', 'O0', 'O0', 'O2', 'O0', 'O0', 'O2']",Li3Mn3CoO8,0
37,mp-1174072,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn2', 'Mn2', 'Co6', 'Co6', 'O1', 'O1', 'O4', 'O4', 'O1', 'O1', 'O1', 'O4', 'O4', 'O1']",Li3MnCoO5,0
38,mp-1173916,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn7', 'Mn7', 'Co1', 'Co1', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2', 'O2']",Li2MnCoO4,0
39,mp-1175171,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn6', 'Mn8', 'Mn8', 'Mn6', 'Mn6', 'Mn8', 'Mn8', 'Co1', 'Co1', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O2', 'O2', 'O4', 'O4', 'O4', 'O4', 'O2', 'O2', 'O2', 'O2', 'O1', 'O1', 'O1', 'O1', 'O2', 'O2', 'O2', 'O2']",Li7Mn4CoO12,1
40,mp-1175275,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn6', 'Mn6', 'Mn6', 'Mn6', 'Mn8', 'Mn8', 'Mn8', 'Mn8', 'Co6', 'Co6', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1', 'O1']",Li7Mn4CoO12,0
41,mp-1175288,"['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Mn10', 'Mn10', 'Mn7', 'Mn7', 'Co1', 'O1', 'O2', 'O1', 'O1', 'O1', 'O2', 'O1', 'O1', 'O1', 'O2', 'O2', 'O1']",Li7Mn4CoO12,0
42,mp-1174243,"['Li', 'Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Li0', 'Li0', 'Li0', 'Li0', 'Mn0', 'Mn0', 'Mn7', 'Co6', 'O2', 'O2', 'O1', 'O2', 'O2', 'O1', 'O2', 'O2']",Li4Mn3CoO8,1
